0.13034,0.56810,p
0.49984,0.87482,p
0.14254,0.52143,n
0.40007,0.92246,p
0.62580,0.99796,p
0.29486,0.57700,n
0.79363,0.74658,p
0.86057,0.97378,p
0.39940,0.05040,n
0.75421,0.76963,p
0.46359,0.64893,p
0.16544,0.53957,n
0.14449,0.62469,n
0.17785,0.37412,n
0.54065,0.93907,p
0.10531,0.04926,p
0.31810,0.13381,p
0.32803,0.74742,p
0.59051,0.52136,p
0.27839,0.61530,n
0.46059,0.58696,p
0.22151,0.49627,n
0.43188,0.40262,n
0.31997,0.20966,p
0.19981,0.46222,n
0.30164,0.53675,p
0.36523,0.91610,p
0.60136,0.96468,p
0.28422,0.47512,n
0.25276,0.29363,p
0.77314,0.12114,p
0.28684,0.48422,n
0.16207,0.54585,n
0.58577,0.37181,p
0.87960,0.46177,p
0.24865,0.97062,p
0.97661,0.86245,p
0.41757,0.31689,n
0.31094,0.59931,n
0.22174,0.55416,n
0.24798,0.84515,p
0.10308,0.55809,n
0.11954,0.52757,n
0.95926,0.11779,p
0.52737,0.40752,p
0.96400,0.22978,p
0.27902,0.57783,n
0.64854,0.94638,n
0.52177,0.42736,p
0.08073,0.50723,n
0.10534,0.41802,n
0.32963,0.71973,n
0.12836,0.48011,n
0.34562,0.53507,n
0.16451,0.78464,p
0.68912,0.84366,p
0.10195,0.43527,n
0.75796,0.62640,p
0.15434,0.83233,p
0.19260,0.41426,n
0.25948,0.39435,n
0.28274,0.38651,n
0.82912,0.78489,p
0.01531,0.88189,p
0.21150,0.46976,n
0.25589,0.62345,n
0.25727,0.49140,n
0.44360,0.50299,p
0.63399,0.28624,p
0.98797,0.82255,p
0.27163,0.08141,n
0.29693,0.50362,n
0.22498,0.37599,n
0.40845,0.76670,p
0.91381,0.14078,p
0.35214,0.93696,n
0.31311,0.42064,n
0.14782,0.45551,n
0.25666,0.45193,n
0.71303,0.68933,p
0.21537,0.64698,n
0.07392,0.57346,n
0.26569,0.62114,n
0.32885,0.45145,n
0.18620,0.32569,p
0.97552,0.74000,p
0.27085,0.45154,n
0.81364,0.82270,p
0.49526,0.46277,n
0.25990,0.43046,n
0.29341,0.49690,p
0.29422,0.65308,n
0.28616,0.12618,p
0.24866,0.48489,n
0.29631,0.41207,n
0.26274,0.48810,n
0.31190,0.51547,n
0.10298,0.83759,p
0.21109,0.40903,n
0.46685,0.10505,p
0.35258,0.45589,p
0.05062,0.25920,p
0.14090,0.54995,n
0.37611,0.27758,p
0.18819,0.44793,n
0.63820,0.30116,p
0.18004,0.38405,n
0.28102,0.55217,n
0.14712,0.40117,n
0.07971,0.53351,n
0.21847,0.64294,n
0.22582,0.58452,n
0.13017,0.38831,n
0.30768,0.62215,p
0.13432,0.76019,p
0.18101,0.60068,n
0.01930,0.67010,n
0.23723,0.53746,n
0.63254,0.52224,p
0.25382,0.36596,n
0.54188,0.53595,p
0.19413,0.49968,n
0.63778,0.83886,p
0.16384,0.48585,n
0.24770,0.54133,n
0.33915,0.44772,n
0.16381,0.40876,n
0.28087,0.76288,p
0.25558,0.46071,n
0.47456,0.61055,p
0.04094,0.08971,p
0.28863,0.49000,n
0.73502,0.07451,p
0.32674,0.76600,p
0.18943,0.61748,n
0.19890,0.39468,n
0.65635,0.30433,p
0.29095,0.30218,p
0.22313,0.72125,p
0.68817,0.54626,p
0.09899,0.44109,n
0.21784,0.44630,n
0.34811,0.08243,p
0.01116,0.09695,p
0.53173,0.33357,p
0.29658,0.39196,n
0.26692,0.56046,n
0.25937,0.32251,p
0.11558,0.98023,p
0.26377,0.61156,n
0.45680,0.59771,p
0.84211,0.36269,p
0.89514,0.93686,p
0.71413,0.99734,p
0.71941,0.98018,p
0.34802,0.52463,p
0.19462,0.57630,n
0.73445,0.58676,p
0.54424,0.78690,p
0.17407,0.52496,n
0.80393,0.08506,p
0.11341,0.52271,n
0.19853,0.36340,n
0.27021,0.58950,n
0.20235,0.55118,n
0.18426,0.42672,n
0.26474,0.42237,n
0.42252,0.27796,p
0.28108,0.43379,n
0.24548,0.61663,n
0.13059,0.88048,n
0.67426,0.78410,p
0.65260,0.84246,p
0.12281,0.51098,n
0.50041,0.62314,p
0.00861,0.35286,p
0.25240,0.50096,n
0.14656,0.56042,n
0.36116,0.54270,p
0.30462,0.59655,n
0.13079,0.41921,n
0.23663,0.51538,n
0.15746,0.43893,n
0.17468,0.39194,n
0.55480,0.87416,n
0.19150,0.42250,n
0.17120,0.39309,n
0.35686,0.86227,n
0.57122,0.14058,n
0.32402,0.63467,p
0.22156,0.38027,n
0.33474,0.50672,n
0.05774,0.51014,n
0.85549,0.46298,p
0.38603,0.15629,p
0.24104,0.46811,n
0.20573,0.07345,p
0.29045,0.60441,n
0.99071,0.81878,p
0.29109,0.56245,n
0.87392,0.65369,p
0.21471,0.75156,p
0.24222,0.59081,n
0.14451,0.40322,n
0.38486,0.94827,p
0.11730,0.40820,n
0.57297,0.41258,p
0.30075,0.55762,n
0.10008,0.55103,n
0.01259,0.41863,p
0.14603,0.62484,n
0.89803,0.69029,p
0.11002,0.44462,n
0.07300,0.34105,p
0.70534,0.49094,p
0.14589,0.57632,n
0.85818,0.27266,n
0.28553,0.50251,n
0.24659,0.40216,n
0.56858,0.94491,p
0.24197,0.44835,n
0.87733,0.18558,p
0.58539,0.55389,p
0.27833,0.54246,n
0.29123,0.48737,n
0.09195,0.04003,p
0.07902,0.83187,p
0.13119,0.45388,n
0.34698,0.12120,p
0.25342,0.39465,n
0.23443,0.57724,n
0.34107,0.49539,n
0.54015,0.69971,p
0.54567,0.06164,p
0.75089,0.87207,p
0.13437,0.43229,p
0.14742,0.56314,n
0.15500,0.63463,n
0.87078,0.89081,p
0.17288,0.93829,p
0.32636,0.98089,p
0.57877,0.14358,p
0.55155,0.89210,p
0.26124,0.50606,n
0.21426,0.36820,n
0.85823,0.80524,p
0.32645,0.42809,n
0.13768,0.47853,n
0.56806,0.42822,p
0.25319,0.44422,p
0.18625,0.61043,n
0.54919,0.86188,p
0.03261,0.48778,n
0.71336,0.64924,p
0.22175,0.92333,p
0.72337,0.55786,p
0.64038,0.23384,p
0.98328,0.12486,p
0.33440,0.91680,p
0.17476,0.46122,n
0.39235,0.90919,p
0.06273,0.55309,p
0.19106,0.52365,n
0.68352,0.36042,n
0.18247,0.71985,p
0.18638,0.49114,n
0.69959,0.74662,p
0.22923,0.49238,n
0.59987,0.63854,p
0.08098,0.57450,n
0.14266,0.45129,n
0.33529,0.37251,p
0.63939,0.35902,p
0.18542,0.63467,p
0.35096,0.48495,p
0.27320,0.59444,n
0.17434,0.62823,n
0.46779,0.14793,p
0.91379,0.53457,p
0.47280,0.21797,p
0.51011,0.82422,p
0.96600,0.10323,p
0.05179,0.50343,p
0.14904,0.45914,n
0.26749,0.43188,n
0.22095,0.43965,n
0.78458,0.34326,p
0.09333,0.59335,n
0.28643,0.45700,n
0.65149,0.45613,p
0.42514,0.69743,p
0.52884,0.83757,p
0.19248,0.44868,n
0.69118,0.56089,p
0.26312,0.44013,n
0.28855,0.62036,n
0.10621,0.06956,p
0.95388,0.44737,p
0.13660,0.58239,n
0.31161,0.40256,n
0.95349,0.82735,p
0.14762,0.46424,n
0.20828,0.56407,n
0.32157,0.51739,n
0.14258,0.58217,n
0.12554,0.44778,n
0.09662,0.14760,p
0.38981,0.92910,n
0.27444,0.75088,p
0.18743,0.61095,n
0.57289,0.42222,p
0.57195,0.96872,p
0.04271,0.55161,p
0.03230,0.76769,p
0.12530,0.17276,p
0.22654,0.48722,n
0.19031,0.02615,p
0.38517,0.71814,n
0.22262,0.52795,p
0.45209,0.26574,p
0.14854,0.43318,p
0.06514,0.84281,p
0.07588,0.94643,p
0.09010,0.46743,n
0.17881,0.41150,n
0.97908,0.37684,p
0.95462,0.27179,p
0.10180,0.40114,n
0.13617,0.43335,p
0.17924,0.45519,n
0.34441,0.49126,n
0.17146,0.46635,n
0.78810,0.63998,p
0.14871,0.44658,n
0.81070,0.13573,p
0.19628,0.39964,n
0.08273,0.34908,p
0.17718,0.44013,n
0.82021,0.56138,n
0.07695,0.52530,n
0.60822,0.88198,p
0.01804,0.10468,n
0.98151,0.62570,p
0.13071,0.51903,n
0.64805,0.12165,p
0.11815,0.39398,n
0.05153,0.59532,p
0.32045,0.55310,p
0.27912,0.95749,p
0.22472,0.36176,n
0.62356,0.64203,p
0.19603,0.61395,n
0.09300,0.45462,p
0.23307,0.42782,n
0.01074,0.37644,p
0.27428,0.91054,n
0.19623,0.39276,n
0.10746,0.96284,p
0.12211,0.97818,p
0.02411,0.23811,p
0.27328,0.47813,n
0.29080,0.59025,n
0.42464,0.06870,p
0.33806,0.32055,p
0.08929,0.38700,p
0.23068,0.64640,n
0.13166,0.54762,n
0.06204,0.48848,n
0.38678,0.26696,p
0.07746,0.48840,n
0.80209,0.32144,p
0.17179,0.36770,p
0.85912,0.78900,p
0.93247,0.08798,n
0.98069,0.75923,p
0.13296,0.38688,n
0.33921,0.82540,p
0.82298,0.31967,p
0.28333,0.77541,p
0.52753,0.11699,p
0.11665,0.20093,p
0.33929,0.51141,n
0.78705,0.70372,p
0.12551,0.42795,n
0.78173,0.36157,p
0.02897,0.22425,p
0.17512,0.62472,p
0.18114,0.68817,p
0.15532,0.50147,n
0.26574,0.61532,n
0.44150,0.10475,p
0.20193,0.56994,p
0.78018,0.99045,p
0.21274,0.62444,n
0.31479,0.51528,n
0.25533,0.59958,n
0.27229,0.01177,n
0.68634,0.16902,p
0.23125,0.24785,p
0.07833,0.54518,n
0.20973,0.51791,p
0.79840,0.05101,p
0.12512,0.42751,n
0.25804,0.84214,p
0.13261,0.51780,n
0.32628,0.58074,n
0.88674,0.24688,n
0.53063,0.04973,p
0.23924,0.54401,n
0.71351,0.77367,p
0.27933,0.61034,n
0.17220,0.60900,n
0.45140,0.36346,n
0.66913,0.65256,p
0.63712,0.55571,p
0.44482,0.09209,p
0.13925,0.45507,n
0.60242,0.64323,p
0.55385,0.03810,p
0.81570,0.92253,n
0.21641,0.51905,n
0.74131,0.34365,p
0.10639,0.07471,p
0.57839,0.75302,p
0.06946,0.44210,n
0.14183,0.54025,n
0.91984,0.75529,p
0.43668,0.91146,p
0.01997,0.46166,p
0.89620,0.38554,p
0.33812,0.09592,p
0.23030,0.39786,n
0.83628,0.79306,p
0.20850,0.63355,n
0.27979,0.47682,n
0.76332,0.25105,p
0.26659,0.46721,n
0.59273,0.72407,p
0.96052,0.54104,p
0.27063,0.41232,n
0.72869,0.39144,p
0.09485,0.43637,n
0.41305,0.06159,p
0.12640,0.07975,p
0.33719,0.03532,p
0.32924,0.53478,n
0.51081,0.42248,p
0.21560,0.41410,n
0.47451,0.57724,p
0.25237,0.44031,n
0.28316,0.70615,p
0.08800,0.40939,n
0.94873,0.71922,p
0.19003,0.42498,n
0.21479,0.49699,n
0.20904,0.38942,n
0.11067,0.51051,n
0.23098,0.45856,n
0.29931,0.50259,n
0.31235,0.40392,n
0.25716,0.45161,n
0.12230,0.38874,n
0.74245,0.93094,p
0.44909,0.35299,p
0.69553,0.83111,p
0.24980,0.46039,n
0.11798,0.55784,n
0.79496,0.77026,p
0.18475,0.60942,n
0.46456,0.87984,p
0.72554,0.13682,p
0.75439,0.77865,p
0.26759,0.59145,n
0.34611,0.47747,n
0.12742,0.46060,n
0.43635,0.17132,p
0.13542,0.04917,p
0.84591,0.10321,p
0.05387,0.29138,p
0.78716,0.43098,p
0.14346,0.54131,n
0.73407,0.67091,p
0.52344,0.79288,p
0.59318,0.51911,p
0.12603,0.55059,n
0.34872,0.51193,p
0.35700,0.95397,p
0.63496,0.13578,n
0.33507,0.48396,n
0.43205,0.49398,p
0.09380,0.00997,p
0.19452,0.39835,n
0.20179,0.59556,n
0.01663,0.55164,p
0.05075,0.99146,n
0.16473,0.46211,n
0.13948,0.44942,n
0.23851,0.48938,n
0.28384,0.50919,n
0.13919,0.57056,p
0.72693,0.05735,p
0.83571,0.07548,p
0.25018,0.42674,n
0.19085,0.63009,n
0.83916,0.90308,p
0.20094,0.81876,p
0.37367,0.29833,p
0.30680,0.78971,p
0.89693,0.27595,n
0.00633,0.05091,p
0.91099,0.83186,p
0.92506,0.41742,n
0.25297,0.39995,n
0.77090,0.26391,p
0.00390,0.07658,n
0.14576,0.45957,n
0.45055,0.72845,p
0.45290,0.62667,p
0.05376,0.02644,p
0.28307,0.44131,n
0.08522,0.39469,p
0.76727,0.40228,p
0.77430,0.42717,p
0.26409,0.41516,p
0.32776,0.92373,p
0.14498,0.55120,n
0.12873,0.60537,n
0.27696,0.62071,n
0.75858,0.85734,p
0.43767,0.58230,p
0.12484,0.51106,n
0.82230,0.54885,p
0.73668,0.69440,p
0.16330,0.38706,p
0.15436,0.51729,n
0.89160,0.17912,p
0.15228,0.54126,n
0.12467,0.46997,n
0.28284,0.56495,p
0.30575,0.53220,n
0.70208,0.10037,p
0.27624,0.41563,n
0.03533,0.25566,p
0.28630,0.16627,p
0.19321,0.56055,n
0.13955,0.52406,n
0.25030,0.61316,n
0.19090,0.38939,n
0.25661,0.57259,n
0.12407,0.62615,n
0.30683,0.56493,n
0.27966,0.51217,n
0.63548,0.34027,p
0.38940,0.39932,p
0.14468,0.45878,n
0.33948,0.49526,n
0.28917,0.48909,n
0.14884,0.34580,p
0.61281,0.93582,p
0.21022,0.83665,p
0.23925,0.51803,n
0.32462,0.51125,n
0.65946,0.52893,p
0.19601,0.83077,p
0.28269,0.60879,n
0.23989,0.44810,p
0.32199,0.44727,n
0.57450,0.25564,p
0.61210,0.66329,p
0.24347,0.39849,n
0.38816,0.58630,p
0.29777,0.59270,n
0.31796,0.58039,n
0.82800,0.25887,p
0.92030,0.87905,p
0.38998,0.58590,p
0.26176,0.42197,n
0.90584,0.77765,p
0.21271,0.61465,n
0.73585,0.86252,p
0.43874,0.47119,p
0.84660,0.14459,p
0.04123,0.27392,p
0.58821,0.95952,p
0.09018,0.44872,p
0.16940,0.47906,n
0.79370,0.86539,p
0.04360,0.99517,p
0.06662,0.74263,n
0.63190,0.93404,n
0.12077,0.47308,n
0.22335,0.36284,p
0.21814,0.80016,p
0.06423,0.45627,n
0.80917,0.87243,p
0.52986,0.07958,n
0.30812,0.49889,n
0.09206,0.16783,p
0.23479,0.64007,n
0.89249,0.18461,p
0.00538,0.49097,p
0.22817,0.47740,p
0.21894,0.56023,n
0.53184,0.82622,p
0.22697,0.52360,n
0.69013,0.19153,p
0.13463,0.43578,n
0.14116,0.59280,n
0.18870,0.61516,n
0.29720,0.90667,p
0.20408,0.60262,n
0.11721,0.48060,n
0.91366,0.46135,p
0.80223,0.99635,p
0.09041,0.47744,n
0.26033,0.39118,n
0.42725,0.79945,p
0.48096,0.12970,p
0.40779,0.43180,p
0.18079,0.37775,p
0.17413,0.38848,n
0.22432,0.58773,p
0.99008,0.33825,p
0.15274,0.39345,n
0.21162,0.59375,n
0.16764,0.62760,p
0.34328,0.49331,n
0.05275,0.50726,p
0.70287,0.48054,p
0.90824,0.43911,n
0.11002,0.50327,n
0.10590,0.58759,n
0.25895,0.38891,n
0.51661,0.85718,p
0.25169,0.00559,p
0.13452,0.58258,n
0.05841,0.50899,p
0.22667,0.84027,p
0.51649,0.33261,p
0.20587,0.63402,n
0.31549,0.08456,p
0.98770,0.06143,p
0.43132,0.77520,p
0.50129,0.97609,p
0.28284,0.12475,p
0.06647,0.99645,p
0.29303,0.48949,n
0.99671,0.31145,p
0.24027,0.52463,n
0.81933,0.63789,p
0.23543,0.44947,n
0.17827,0.37411,n
0.56388,0.89334,p
0.07178,0.48776,n
0.20395,0.59274,n
0.28803,0.61211,n
0.29142,0.61890,n
0.01192,0.59903,n
0.26281,0.60443,n
0.17425,0.40330,n
0.14950,0.47217,n
0.63576,0.63827,p
0.39760,0.81210,p
0.07136,0.55812,n
0.88836,0.55680,p
0.26331,0.61728,n
0.34526,0.51694,n
0.23696,0.52262,p
0.07439,0.83046,p
0.24184,0.42217,n
0.24941,0.52225,n
0.14035,0.42663,n
0.15310,0.62016,p
0.28339,0.45612,n
0.42785,0.84824,p
0.12351,0.53256,n
0.18637,0.43720,n
0.25353,0.38956,n
0.22847,0.50471,n
0.11322,0.56588,n
0.14831,0.41075,n
0.22122,0.37752,p
0.43329,0.75285,p
0.27729,0.40099,n
0.43878,0.97771,p
0.07197,0.56475,p
0.22729,0.39434,p
0.59298,0.82676,p
0.20702,0.48538,n
0.16986,0.45948,n
0.74663,0.43458,p
0.88921,0.52400,p
0.13373,0.62250,n
0.21170,0.89586,p
0.18842,0.37383,n
0.55945,0.94397,p
0.32033,0.50458,n
0.14295,0.26698,p
0.21736,0.49664,n
0.30024,0.58491,n
0.65232,0.52720,p
0.93432,0.19084,p
0.54562,0.36520,p
0.23527,0.39400,n
0.78623,0.23330,p
0.07154,0.75703,p
0.19846,0.36674,n
0.34696,0.74180,n
0.12558,0.58872,n
0.29637,0.59017,p
0.23878,0.16275,p
0.16541,0.51226,n
0.67287,0.61750,n
0.18608,0.40977,p
0.07161,0.42602,n
0.02908,0.62966,p
0.20694,0.54182,n
0.34421,0.51621,n
0.43393,0.98081,p
0.20482,0.02287,p
0.00015,0.38204,p
0.54039,0.44565,p
0.19810,0.39570,n
0.31984,0.49049,p
0.31897,0.43805,n
0.19074,0.50702,n
0.29936,0.09080,p
0.08913,0.70856,p
0.18403,0.57283,n
0.19097,0.46539,n
0.96021,0.73232,p
0.23390,0.11644,p
0.97692,0.63849,n
0.39624,0.87076,p
0.55591,0.37143,p
0.29169,0.44231,p
0.06709,0.49757,n
0.19908,0.38438,n
0.05140,0.55082,p
0.09816,0.46268,n
0.06953,0.50413,n
0.28806,0.40811,n
0.27965,0.61228,n
0.30832,0.53685,n
0.19530,0.55856,p
0.21239,0.79406,p
0.29364,0.53809,n
0.07421,0.46909,n
0.90082,0.09387,p
0.89642,0.87751,p
0.83273,0.42725,p
0.07375,0.46095,n
0.32252,0.42941,n
0.70505,0.52526,p
0.55350,0.35025,p
0.30648,0.93813,p
0.19164,0.63963,n
0.16299,0.42919,n
0.24827,0.81618,p
0.40247,0.28394,p
0.60470,0.26542,p
0.33004,0.56254,n
0.21844,0.45554,n
0.97902,0.77447,p
0.34930,0.75733,n
0.33722,0.32426,p
0.61900,0.96815,p
0.13603,0.02353,p
0.16295,0.44312,n
0.04774,0.03327,p
0.28145,0.62294,n
0.91180,0.83421,p
0.17801,0.52186,n
0.47876,0.08521,p
0.40231,0.08263,n
0.21001,0.63920,n
0.53672,0.49634,p
0.22994,0.51190,n
0.23446,0.46097,n
0.94216,0.36592,p
0.28164,0.47198,p
0.15870,0.53792,n
0.25394,0.72287,p
0.23904,0.38306,p
0.00082,0.23778,p
0.06351,0.45896,p
0.29785,0.58637,n
0.18264,0.61031,p
0.12974,0.55001,n
0.28077,0.37490,n
0.33826,0.43411,p
0.44352,0.55293,p
0.00619,0.92602,p
0.32913,0.11443,p
0.44491,0.65166,p
0.78988,0.84111,p
0.35641,0.15736,n
0.21607,0.59961,n
0.29332,0.58832,p
0.35967,0.68951,p
0.11869,0.41883,n
0.45229,0.44088,p
0.07070,0.69718,p
0.87176,0.25180,p
0.21568,0.50746,n
0.99092,0.22779,p
0.93516,0.51700,p
0.26971,0.58679,n
0.13728,0.63083,n
0.84986,0.37216,p
0.23146,0.62398,n
0.59048,0.45270,p
0.20751,0.03767,p
0.38505,0.60896,p
0.19768,0.51323,n
0.19440,0.52979,n
0.43643,0.95895,p
0.25763,0.47919,n
0.27142,0.38281,n
0.28085,0.47465,n
0.06553,0.44534,n
0.81274,0.15306,p
0.22064,0.38674,n
0.21984,0.21917,p
0.14480,0.57138,n
0.02242,0.80612,p
0.29947,0.41757,n
0.25031,0.58980,n
0.20158,0.36099,n
0.12594,0.60506,n
0.61412,0.68721,p
0.90001,0.91248,p
0.19336,0.53365,n
0.80587,0.81453,p
0.17784,0.56458,n
0.17838,0.54770,n
0.06557,0.55842,p
0.84779,0.14440,p
0.45852,0.08294,p
0.59722,0.33773,p
0.09838,0.48837,n
0.12209,0.42590,n
0.47543,0.49074,p
0.68241,0.14968,p
0.59272,0.84862,p
0.07107,0.73382,p
0.62659,0.31122,p
0.00310,0.29404,p
0.11442,0.49223,n
0.98586,0.94415,p
0.25999,0.62614,n
0.85172,0.84877,p
0.08730,0.58137,n
0.35490,0.33373,p
0.25856,0.62368,n
0.24038,0.40957,n
0.09000,0.39941,n
0.05624,0.47025,n
0.52164,0.05399,p
0.70860,0.35226,p
0.16001,0.56693,n
0.22859,0.67866,p
0.30333,0.51761,n
0.19357,0.64173,n
0.66463,0.38934,p
0.52538,0.40547,p
0.13494,0.42273,n
0.29636,0.53066,n
0.31269,0.52527,n
0.08747,0.51849,n
0.14676,0.49512,n
0.07651,0.96135,n
0.07965,0.56844,p
0.34455,0.36094,p
0.22348,0.67717,p
0.23958,0.89086,p
0.20145,0.58704,p
0.29624,0.40873,n
0.27638,0.59068,n
0.44055,0.26194,p
0.84583,0.61963,n
0.22501,0.56509,n
0.81368,0.76877,p
0.21324,0.09268,p
0.28500,0.59162,n
0.10877,0.43468,n
0.07065,0.53225,n
0.31171,0.58230,n
0.72744,0.33150,p
0.30331,0.56755,n
0.34118,0.50643,n
0.28062,0.03289,p
0.18190,0.62378,n
0.26183,0.42431,p
0.25201,0.38031,n
0.23608,0.61695,n
0.33150,0.50004,n
0.75979,0.13035,p
0.14912,0.54656,n
0.23494,0.57946,n
0.22840,0.36883,n
0.08778,0.50294,n
0.88762,0.21982,p
0.24251,0.52591,n
0.81676,0.01832,p
0.13346,0.59651,n
0.33668,0.18984,p
0.38336,0.74170,p
0.18270,0.37840,n
0.32242,0.56830,n
0.33984,0.12650,p
0.09334,0.58983,n
0.52769,0.34261,n
0.93367,0.56604,p
0.23373,0.53068,n
0.63277,0.95649,p
0.96779,0.47074,p
0.13949,0.44037,n
0.63250,0.20669,p
0.23979,0.55273,p
0.11254,0.50877,p
0.22386,0.61266,n
0.12614,0.58111,n
0.07693,0.83577,p
0.90752,0.58751,p
0.48457,0.92802,p
0.24721,0.21668,p
0.28215,0.38814,n
0.43385,0.23167,p
0.96432,0.61525,p
0.21712,0.57695,n
0.18471,0.63435,n
0.24962,0.40268,n
0.09970,0.39167,n
0.14812,0.49939,n
0.37585,0.76687,p
0.00055,0.55078,p
0.78412,0.64720,p
0.74431,0.63902,p
0.31447,0.59323,n
0.44741,0.39430,p
0.64658,0.12518,p
0.30227,0.31362,p
0.58134,0.82787,p
0.08570,0.59401,n
0.52357,0.44433,p
0.20323,0.89701,p
0.12815,0.54172,n
0.95915,0.69412,p
0.90585,0.56525,p
0.19425,0.78031,n
0.21116,0.46172,p
0.30603,0.55689,p
0.77611,0.67553,p
0.14803,0.43932,n
0.67309,0.06791,n
0.90992,0.22175,p
0.24638,0.14989,n
0.95353,0.47021,p
0.37606,0.24087,p
0.52890,0.89641,p
0.27653,0.57485,n
0.28340,0.40728,n
0.06390,0.55057,p
0.00517,0.62093,p
0.25007,0.41164,n
0.10952,0.57635,n
0.01181,0.42641,p
0.06451,0.21227,p
0.83131,0.00105,p
0.67055,0.02920,p
0.17307,0.59896,n
0.08813,0.53198,p
0.40885,0.57439,p
